Normalized Time (-),Theta (rad),Blade,Element,Rev,x/R (-),y/R (-),z/R (-),AOA25 (deg),AOA50 (deg),AOA75 (deg),AdotNorm (-),Re (-),Mach (-),Ur (-),IndU (-),IndV (-),IndW (-),GB (?),CL (-),CD (-),CM25 (-),CLCirc (-),CN (-),CT (-),Fx (-),Fy (-),Fz (-),te (-)
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.2000000E+01,0.3000000E+01,0.1628552E+00,0.3670200E+00,0.5012168E+00,-.1282959E+03,-.1316371E+03,-.1354820E+03,-.4718230E+01,0.2528596E+07,0.2059838E-01,0.2608499E+00,0.3630815E-02,-.5422687E-02,0.7569794E-02,0.1087042E-01,-.1279878E+02,0.1224664E+01,-.9738082E-02,0.8631005E+00,0.7588362E+01,-.1037908E+02,0.6611154E-02,0.4634863E-02,-.6121091E-02,0.4310941E-02
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.3000000E+01,0.3000000E+01,0.2395707E+00,0.6117000E+00,0.7373227E+00,-.4897892E+02,-.4630012E+02,-.4333103E+02,-.5674459E+00,0.2301043E+07,0.2485838E-01,0.3147969E+00,0.4443323E-02,0.3432235E-02,-.3253456E-02,-.1366173E-01,-.2972676E+01,0.7341233E+00,-.4825481E-03,-.1191998E+01,-.2584513E+01,-.1641960E+01,0.1531716E-02,-.1134341E-02,0.9883670E-03,0.8926047E-03
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.4000000E+01,0.3000000E+01,0.2860172E+00,0.8563800E+00,0.8802703E+00,-.3267694E+02,-.3067719E+02,-.2859110E+02,-.1731237E+00,0.3093889E+07,0.4042550E-01,0.5119330E+00,0.3902232E-02,0.3637063E-02,-.8673668E-02,-.2204548E-01,-.1992504E+01,0.2760843E+00,-.2134218E-01,-.1430571E+01,-.1854522E+01,-.7791290E+00,0.1648280E-02,-.9445694E-03,0.1796019E-02,0.9387763E-03
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.5000000E+01,0.3000000E+01,0.3055690E+00,0.1101060E+01,0.9404446E+00,-.2961444E+02,-.2785673E+02,-.2604014E+02,-.1221125E+00,0.3410551E+07,0.4775469E-01,0.6047469E+00,0.3409580E-02,0.1031913E-02,-.1040293E-01,-.2724108E-01,-.2004018E+01,0.2313077E-01,-.1225906E-01,-.1603593E+01,-.1782598E+01,-.9159519E+00,0.2219726E-02,-.2531488E-03,0.2197213E-02,0.1417202E-02
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.6000000E+01,0.3000000E+01,0.3004662E+00,0.1345740E+01,0.9247398E+00,-.3029506E+02,-.2847957E+02,-.2659945E+02,-.1329928E+00,0.3329944E+07,0.4581611E-01,0.5801975E+00,0.3520019E-02,-.1830975E-02,-.1010976E-01,-.2575055E-01,-.1987243E+01,0.6696221E-01,-.2573691E-01,-.1552544E+01,-.1778692E+01,-.8887488E+00,0.2065657E-02,0.5867814E-03,0.2056634E-02,0.1294393E-02
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.7000000E+01,0.3000000E+01,0.2716412E+00,0.1590420E+01,0.8360258E+00,-.3629780E+02,-.3407334E+02,-.3172566E+02,-.2361955E+00,0.2858602E+07,0.3538841E-01,0.4481452E+00,0.4236601E-02,-.4094256E-02,-.7460483E-02,-.1960077E-01,-.2143770E+01,0.3488311E+00,0.1215400E-01,-.1376620E+01,-.1971163E+01,-.9121106E+00,0.1541061E-02,0.1022334E-02,0.1503728E-02,0.8791451E-03
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.8000000E+01,0.3000000E+01,0.2198126E+00,0.1835100E+01,0.6765136E+00,-.6470823E+02,-.6237375E+02,-.5960909E+02,-.1220505E+01,0.2091466E+07,0.2063468E-01,0.2613097E+00,0.4292293E-02,-.2319990E-02,-.6964265E-03,-.1172473E-01,-.3518662E+01,0.1256407E+01,-.7054158E-02,-.1125503E+01,-.2744776E+01,-.2534905E+01,0.1645568E-02,0.9452136E-03,0.6560524E-03,0.9692723E-03
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.9000000E+01,0.3000000E+01,0.1444002E+00,0.2079780E+01,0.4444182E+00,-.1394566E+03,-.1428877E+03,-.1466603E+03,-.4084587E+01,0.3349664E+07,0.2605416E-01,0.3299398E+00,0.3833864E-02,0.7684454E-02,0.9848667E-02,0.1707856E-01,-.1176619E+02,0.8993405E+00,0.1534382E-01,0.1023633E+01,0.8840363E+01,-.7816652E+01,0.7220624E-02,-.8556753E-02,-.1010156E-01,0.4666349E-02
0.8587020E+01,0.1288053E+02,0.1000000E+01,0.1000000E+02,0.3000000E+01,0.5027119E-01,0.2324460E+01,0.1547188E+00,-.1636214E+03,-.1655188E+03,-.1674493E+03,-.2183949E+01,0.8165353E+07,0.5781840E-01,0.7321900E+00,-.4039925E-03,0.1637886E-01,0.1350636E-01,0.2760241E-01,-.6176430E+01,0.3213097E+00,-.1588774E-01,0.6786823E+00,0.5899857E+01,-.1855592E+01,0.5023734E-02,-.3540910E-01,-.2963116E-01,0.2274826E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.1000000E+01,0.3000000E+01,-.5824121E-01,0.1223400E+00,-.1792480E+00,0.7201206E+01,0.8245344E+01,0.9283996E+01,0.2782715E-01,0.1373775E+08,0.9727627E-01,0.1231869E+01,-.1040377E-01,-.1783339E-01,0.5561027E-02,0.6987936E-01,0.1106266E+01,0.2632650E-01,0.2826769E-01,0.1021240E+01,0.1098606E+01,-.1325977E+00,0.1378123E-02,0.2162261E-01,0.1431005E-01,0.5462883E-03
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.2000000E+01,0.3000000E+01,-.1628552E+00,0.3670200E+00,-.5012168E+00,0.5845785E+01,0.6595285E+01,0.7342525E+01,0.1404264E-01,0.1684432E+08,0.1372168E+00,0.1737660E+01,-.1533926E-01,-.1560176E-01,-.5306549E-02,0.6776371E-01,0.8506968E+00,0.1822694E-01,0.2041311E-01,0.8076777E+00,0.8471605E+00,-.7960080E-01,0.3137197E-02,0.2296163E-01,0.1866333E-01,0.1423448E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.3000000E+01,0.3000000E+01,-.2395707E+00,0.6117000E+00,-.7373227E+00,0.5990404E+01,0.6563192E+01,0.7134665E+01,0.9030800E-02,0.1546897E+08,0.1671127E+00,0.2116251E+01,-.1391784E-01,-.1157304E-01,-.1286332E-01,0.6046907E-01,0.8123538E+00,0.1587111E-01,0.1561252E-01,0.7848131E+00,0.8088440E+00,-.7708410E-01,0.3853897E-02,0.1604365E-01,0.1976590E-01,0.1865668E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.4000000E+01,0.3000000E+01,-.2860172E+00,0.8563800E+00,-.8802703E+00,0.6451189E+01,0.6954417E+01,0.7456569E+01,0.7220537E-02,0.1418727E+08,0.1853743E+00,0.2347509E+01,-.1244968E-01,-.6735450E-02,-.1641312E-01,0.5796104E-01,0.8420871E+00,0.1550140E-01,0.1370759E-01,0.8202226E+00,0.8377686E+00,-.8657226E-01,0.4258953E-02,0.8972515E-02,0.2076397E-01,0.2169072E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.5000000E+01,0.3000000E+01,-.3055690E+00,0.1101060E+01,-.9404446E+00,0.6741483E+01,0.7229154E+01,0.7715775E+01,0.6742350E-02,0.1379126E+08,0.1931058E+00,0.2445418E+01,-.1188930E-01,-.1790267E-02,-.1779198E-01,0.5830177E-01,0.8690584E+00,0.1565461E-01,0.1327570E-01,0.8487353E+00,0.8641201E+00,-.9383044E-01,0.4517148E-02,0.2006575E-02,0.2166524E-01,0.2353110E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.6000000E+01,0.3000000E+01,-.3004662E+00,0.1345740E+01,-.9247398E+00,0.6662386E+01,0.7153728E+01,0.7644015E+01,0.6857372E-02,0.1388689E+08,0.1910672E+00,0.2419602E+01,-.1230953E-01,0.3205642E-02,-.1753641E-01,0.5816005E-01,0.8615378E+00,0.1560570E-01,0.1337793E-01,0.8408416E+00,0.8567746E+00,-.9180477E-01,0.4445193E-02,-.4915618E-02,0.2140721E-01,0.2302092E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.7000000E+01,0.3000000E+01,-.2716412E+00,0.1590420E+01,-.8360258E+00,0.6351324E+01,0.6876304E+01,0.7400127E+01,0.7740384E-02,0.1451433E+08,0.1796819E+00,0.2275423E+01,-.1366753E-01,0.8045258E-02,-.1561318E-01,0.5884837E-01,0.8374954E+00,0.1569051E-01,0.1430152E-01,0.8140140E+00,0.8333498E+00,-.8469253E-01,0.4141790E-02,-.1114255E-01,0.2050098E-01,0.2083611E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.8000000E+01,0.3000000E+01,-.2198126E+00,0.1835100E+01,-.6765136E+00,0.6173447E+01,0.6820388E+01,0.7465586E+01,0.1062057E-01,0.1615633E+08,0.1594006E+00,0.2018587E+01,-.1545875E-01,0.1271013E-01,-.1143669E-01,0.6608530E-01,0.8535668E+00,0.1725723E-01,0.1761739E-01,0.8212145E+00,0.8495758E+00,-.8423217E-01,0.3894614E-02,-.1745859E-01,0.2072796E-01,0.1886924E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.9000000E+01,0.3000000E+01,-.1444002E+00,0.2079780E+01,-.4444182E+00,0.6400226E+01,0.7254425E+01,0.8105394E+01,0.1675339E-01,0.1672785E+08,0.1301116E+00,0.1647683E+01,-.1647437E-01,0.1659454E-01,-.3533347E-02,0.7428696E-01,0.9427113E+00,0.2095964E-01,0.2321432E-01,0.8915933E+00,0.9378118E+00,-.9824955E-01,0.3052140E-02,-.2263771E-01,0.1952604E-01,0.1414287E-02
0.8587020E+01,0.1288053E+02,0.2000000E+01,0.1000000E+02,0.3000000E+01,-.5027119E-01,0.2324460E+01,-.1547188E+00,0.8325857E+01,0.9509448E+01,0.1068491E+02,0.3247892E-01,0.1333249E+08,0.9440660E-01,0.1195529E+01,-.1066814E-01,0.1794091E-01,0.6483481E-02,0.7805129E-01,0.1273756E+01,0.3142765E-01,0.2595342E-01,0.1175340E+01,0.1261444E+01,-.1794417E+00,0.1273889E-02,-.2018431E-01,0.1554632E-01,0.5497432E-03
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.1000000E+01,0.3000000E+01,0.1107814E+00,0.1223400E+00,0.1524775E+00,-.1477346E+03,-.1495444E+03,-.1514241E+03,0.1230036E+00,0.6904177E+07,0.4888809E-01,0.6191000E+00,-.3415666E-02,-.1374994E-01,0.7446164E-04,0.2226446E-01,0.1048379E+01,0.3823986E+00,0.8690544E-02,0.6474329E+00,-.1097553E+01,0.2017560E+00,0.1114353E-02,-.5456121E-02,0.3568083E-02,-.2284787E-03
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.2000000E+01,0.3000000E+01,0.3097690E+00,0.3670200E+00,0.4263605E+00,-.9265107E+02,-.9282358E+02,-.9302008E+02,0.4563766E+00,0.3628927E+07,0.2956186E-01,0.3743601E+00,-.1553670E-02,-.4119250E-02,-.1209488E-03,0.1741677E-02,0.1862775E+00,0.1768816E+01,-.6775978E-04,0.9635712E-01,-.1775844E+01,0.9891811E-01,0.9406363E-03,-.2234042E-02,0.1567825E-02,-.8460673E-04
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.3000000E+01,0.3000000E+01,0.4556905E+00,0.6117000E+00,0.6272042E+00,-.5194110E+02,-.5058421E+02,-.4914436E+02,-.3088895E-01,0.4173828E+07,0.4509025E-01,0.5710055E+00,-.3301704E-02,0.3849133E-02,-.7734388E-02,-.2570453E-01,-.1346978E+01,0.9390597E+00,-.2020481E-02,-.1236430E+01,-.1580734E+01,-.4443698E+00,0.2501089E-02,-.2282670E-02,0.1698313E-02,0.7950532E-03
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.4000000E+01,0.3000000E+01,0.5440370E+00,0.8563800E+00,0.7488027E+00,-.4232456E+02,-.4117049E+02,-.3997429E+02,-.3678363E-01,0.4691559E+07,0.6130105E-01,0.7762929E+00,-.5736244E-02,0.5765807E-02,-.1707064E-01,-.2642132E-01,-.1264510E+01,0.6179224E+00,0.7140356E-03,-.1130659E+01,-.1358645E+01,-.3672860E+00,0.3083715E-02,-.1591229E-02,0.2376948E-02,0.1015828E-02
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.5000000E+01,0.3000000E+01,0.5812267E+00,0.1101060E+01,0.7999900E+00,-.4020339E+02,-.3913643E+02,-.3803614E+02,-.3213119E-01,0.4928736E+07,0.6901239E-01,0.8739463E+00,-.6951734E-02,0.1908048E-02,-.2107356E-01,-.2677508E-01,-.1207143E+01,0.5493467E+00,0.2346954E-02,-.1090661E+01,-.1283045E+01,-.3358131E+00,0.3339493E-02,-.3805278E-03,0.2730879E-02,0.1083872E-02
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.6000000E+01,0.3000000E+01,0.5715206E+00,0.1345740E+01,0.7866307E+00,-.4070053E+02,-.3961187E+02,-.3848787E+02,-.3340056E-01,0.4866501E+07,0.6695730E-01,0.8479215E+00,-.6498201E-02,-.3027947E-02,-.2024619E-01,-.2654241E-01,-.1216148E+01,0.5653936E+00,0.2381264E-02,-.1095010E+01,-.1297383E+01,-.3398277E+00,0.3253629E-02,0.9141206E-03,0.2631721E-02,0.1054897E-02
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.7000000E+01,0.3000000E+01,0.5166923E+00,0.1590420E+01,0.7111660E+00,-.4483504E+02,-.4361205E+02,-.4233723E+02,-.3944014E-01,0.4543970E+07,0.5625264E-01,0.7123617E+00,-.5188022E-02,-.5560711E-02,-.1461503E-01,-.2688240E-01,-.1332926E+01,0.7007695E+00,0.6922560E-03,-.1187755E+01,-.1448445E+01,-.4120389E+00,0.3004810E-02,0.1898174E-02,0.2191965E-02,0.1004240E-02
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.8000000E+01,0.3000000E+01,0.4181084E+00,0.1835100E+01,0.5754768E+00,-.5989965E+02,-.5856752E+02,-.5712571E+02,0.1602261E-01,0.4121197E+07,0.4066030E-01,0.5149063E+00,-.3827586E-02,-.1649847E-02,-.4829286E-02,-.1634719E-01,-.7850657E+00,0.1477341E+01,-.3007569E-02,-.7963686E+00,-.1669955E+01,0.1005620E+00,0.1402702E-02,0.2232920E-02,0.2287656E-02,-.1488813E-03
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.9000000E+01,0.3000000E+01,0.2746656E+00,0.2079780E+01,0.3780447E+00,-.1054807E+03,-.1064804E+03,-.1076137E+03,0.4086644E+00,0.4087648E+07,0.3179430E-01,0.4026307E+00,-.1242471E-02,0.6708760E-02,-.6625299E-03,0.9590476E-02,0.9489744E+00,0.1608279E+01,-.2089857E-02,0.4710436E+00,-.1811418E+01,0.4537394E+00,0.6243371E-03,0.2610970E-02,0.2328332E-02,-.4032228E-03
0.8796459E+01,0.1319469E+02,0.1000000E+01,0.1000000E+02,0.3000000E+01,0.9562149E-01,0.2324460E+01,0.1316117E+00,-.1472514E+03,-.1490854E+03,-.1509925E+03,0.1134905E+00,0.7485356E+07,0.5300339E-01,0.6712145E+00,-.2297830E-02,0.1473747E-01,-.2364213E-02,0.2422489E-01,0.1021500E+01,0.3892717E+00,0.9357925E-02,0.6497463E+00,-.1076372E+01,0.1908365E+00,0.1425407E-02,0.5428887E-02,0.4010817E-02,-.1998632E-03
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.1000000E+01,0.3000000E+01,-.1107814E+00,0.1223400E+00,-.1524775E+00,0.1522136E+02,0.1632516E+02,0.1741664E+02,0.3331446E-01,0.1260160E+08,0.8923121E-01,0.1129990E+01,-.7655180E-02,-.2061634E-01,-.8192679E-02,0.1202509E+00,0.2012478E+01,0.3660734E-01,-.3959575E-02,0.1915830E+01,0.1941629E+01,-.5305522E+00,0.3793842E-02,0.3215527E-01,0.2304333E-01,0.1979025E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.2000000E+01,0.3000000E+01,-.3097690E+00,0.3670200E+00,-.4263605E+00,0.1212980E+02,0.1290984E+02,0.1368503E+02,0.1557708E-01,0.1588096E+08,0.1293691E+00,0.1638280E+01,-.9679784E-02,-.1917784E-01,-.1701720E-01,0.1190751E+00,0.1550160E+01,0.2637505E-01,0.1032155E-01,0.1505354E+01,0.1516869E+01,-.3206245E+00,0.9449112E-02,0.3654534E-01,0.2996144E-01,0.5232822E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.3000000E+01,0.3000000E+01,-.4556905E+00,0.6117000E+00,-.6272042E+00,0.1236917E+02,0.1295679E+02,0.1354166E+02,0.9606242E-02,0.1479154E+08,0.1597944E+00,0.2023574E+01,-.9031090E-02,-.1265115E-01,-.2040058E-01,0.1097447E+00,0.1516630E+01,0.2268522E-01,0.7674537E-02,0.1489582E+01,0.1483102E+01,-.3179454E+00,0.1224542E-01,0.2689757E-01,0.3252720E-01,0.7129330E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.4000000E+01,0.3000000E+01,-.5440370E+00,0.8563800E+00,-.7488027E+00,0.1319546E+02,0.1370614E+02,0.1421461E+02,0.7487750E-02,0.1368286E+08,0.1787836E+00,0.2264047E+01,-.7975879E-02,-.6966243E-02,-.2270918E-01,0.1065639E+00,0.1584159E+01,0.2150039E-01,0.5368128E-02,0.1563607E+01,0.1544142E+01,-.3544661E+00,0.1393664E-01,0.1538274E-01,0.3451179E-01,0.8332339E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.5000000E+01,0.3000000E+01,-.5812267E+00,0.1101060E+01,-.7999900E+00,0.1372262E+02,0.1421480E+02,0.1470485E+02,0.6909995E-02,0.1335266E+08,0.1869646E+00,0.2367647E+01,-.7591859E-02,-.1828810E-02,-.2369245E-01,0.1075788E+00,0.1636219E+01,0.2145541E-01,0.3693466E-02,0.1617533E+01,0.1591390E+01,-.3809878E+00,0.1493790E-01,0.3464061E-02,0.3609422E-01,0.9023806E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.6000000E+01,0.3000000E+01,-.5715206E+00,0.1345740E+01,-.7866307E+00,0.1357935E+02,0.1407596E+02,0.1457041E+02,0.7050545E-02,0.1343171E+08,0.1848045E+00,0.2340293E+01,-.7970129E-02,0.3239763E-02,-.2349316E-01,0.1072263E+00,0.1621886E+01,0.2140919E-01,0.3728972E-02,0.1602745E+01,0.1578394E+01,-.3736892E+00,0.1466072E-01,-.8471878E-02,0.3564673E-01,0.8835212E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.7000000E+01,0.3000000E+01,-.5166923E+00,0.1590420E+01,-.7111660E+00,0.1302249E+02,0.1355669E+02,0.1408849E+02,0.8087411E-02,0.1396704E+08,0.1729067E+00,0.2189624E+01,-.9085057E-02,0.8558336E-02,-.2223453E-01,0.1078120E+00,0.1572086E+01,0.2188474E-01,0.6325220E-02,0.1549734E+01,0.1533415E+01,-.3472333E+00,0.1344984E-01,-.1898592E-01,0.3398862E-01,0.7987310E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.8000000E+01,0.3000000E+01,-.4181084E+00,0.1835100E+01,-.5754768E+00,0.1273142E+02,0.1339543E+02,0.1405579E+02,0.1136252E-01,0.1542194E+08,0.1521549E+00,0.1926832E+01,-.1043273E-01,0.1458632E-01,-.2022615E-01,0.1187661E+00,0.1578106E+01,0.2437889E-01,0.8141115E-02,0.1546137E+01,0.1540820E+01,-.3418845E+00,0.1223492E-01,-.2885037E-01,0.3383594E-01,0.7091617E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.9000000E+01,0.3000000E+01,-.2746656E+00,0.2079780E+01,-.3780447E+00,0.1319621E+02,0.1408247E+02,0.1496192E+02,0.1860746E-01,0.1576428E+08,0.1226168E+00,0.1552772E+01,-.1057963E-01,0.2099924E-01,-.1765620E-01,0.1292289E+00,0.1698893E+01,0.2950847E-01,0.6632166E-02,0.1645811E+01,0.1655016E+01,-.3847503E+00,0.9166702E-02,-.3548027E-01,0.3114356E-01,0.5076246E-02
0.8796459E+01,0.1319469E+02,0.2000000E+01,0.1000000E+02,0.3000000E+01,-.9562149E-01,0.2324460E+01,-.1316117E+00,0.1735994E+02,0.1859334E+02,0.1980913E+02,0.3830734E-01,0.1229535E+08,0.8706266E-01,0.1102528E+01,-.7698231E-02,0.2133023E-01,-.9350988E-02,0.1302582E+00,0.2237364E+01,0.4073451E-01,-.8210579E-02,0.2126957E+01,0.2133574E+01,-.6747733E+00,0.3538962E-02,-.2903439E-01,0.2441779E-01,0.1878432E-02
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.1000000E+01,0.3000000E+01,0.1524775E+00,0.1223400E+00,0.1107814E+00,-.1247788E+03,-.1261997E+03,-.1277238E+03,0.2030629E+00,0.6024897E+07,0.4266196E-01,0.5402546E+00,-.1102549E-01,-.1419244E-01,-.1182986E-01,0.2557442E-01,0.1386703E+01,0.1157161E+01,-.4050663E-02,0.8522178E+00,-.1752775E+01,0.4355988E+00,0.2328930E-02,-.6635293E-02,0.4122105E-02,-.3694203E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.2000000E+01,0.3000000E+01,0.4263605E+00,0.3670200E+00,0.3097690E+00,-.6764742E+02,-.6669639E+02,-.6566596E+02,0.2018086E+00,0.5286700E+07,0.4306637E-01,0.5453759E+00,-.1657792E-01,-.5162318E-02,-.6261326E-02,-.1578636E-01,-.2854668E+00,0.1654198E+01,-.2649673E-02,-.5995037E+00,-.1632183E+01,0.3922275E+00,0.2080006E-02,-.4357809E-02,0.3181294E-02,-.7114998E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.3000000E+01,0.3000000E+01,0.6272042E+00,0.6117000E+00,0.4556905E+00,-.4649750E+02,-.4548380E+02,-.4443227E+02,0.1694029E-01,0.6168866E+07,0.6664282E-01,0.8439390E+00,-.2126397E-01,0.2552813E-02,-.8229608E-02,-.2889874E-01,-.9065103E+00,0.1157124E+01,-.2102668E-03,-.9405200E+00,-.1460654E+01,0.1648827E+00,0.4155962E-02,-.4607583E-02,0.4046588E-02,-.6441442E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.4000000E+01,0.3000000E+01,0.7488027E+00,0.8563800E+00,0.5440370E+00,-.4170938E+02,-.4086763E+02,-.4000393E+02,-.6952710E-04,0.6461723E+07,0.8443044E-01,0.1069195E+01,-.2538762E-01,0.6242790E-02,-.2139470E-01,-.3368126E-01,-.1059896E+01,0.8844108E+00,0.4898653E-03,-.1046488E+01,-.1380200E+01,-.2469237E-01,0.5906143E-02,-.3066416E-02,0.4118033E-02,0.1294123E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.5000000E+01,0.3000000E+01,0.7999900E+00,0.1101060E+01,0.5812267E+00,-.4078953E+02,-.4000514E+02,-.3920230E+02,-.2325358E-02,0.6620562E+07,0.9270142E-01,0.1173935E+01,-.2739831E-01,0.2274798E-02,-.2815626E-01,-.3620820E-01,-.1117207E+01,0.7594514E+00,0.1683277E-02,-.1098011E+01,-.1343984E+01,-.1364741E+00,0.6852274E-02,-.7192127E-03,0.3984583E-02,0.7945441E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.6000000E+01,0.3000000E+01,0.7866307E+00,0.1345740E+01,0.5715206E+00,-.4097966E+02,-.4018110E+02,-.3936330E+02,-.1819219E-02,0.6579366E+07,0.9052431E-01,0.1146365E+01,-.2726040E-01,-.3216869E-02,-.2631834E-01,-.3578532E-01,-.1109885E+01,0.7785053E+00,0.1441502E-02,-.1091981E+01,-.1350258E+01,-.1213192E+00,0.6636250E-02,0.1738947E-02,0.3946093E-02,0.6881672E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.7000000E+01,0.3000000E+01,0.7111660E+00,0.1590420E+01,0.5166923E+00,-.4306521E+02,-.4217516E+02,-.4125932E+02,0.2848588E-02,0.6390639E+07,0.7911369E-01,0.1001865E+01,-.2502740E-01,-.4939513E-02,-.1676103E-01,-.3144032E-01,-.9934356E+00,0.1000924E+01,0.5090388E-03,-.9877274E+00,-.1408251E+01,0.7478864E-01,0.5265673E-02,0.3650325E-02,0.4332759E-02,-.3607340E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.8000000E+01,0.3000000E+01,0.5754768E+00,0.1835100E+01,0.4181084E+00,-.5110801E+02,-.5002190E+02,-.4888436E+02,0.3518915E-01,0.6227370E+07,0.6144008E-01,0.7780535E+00,-.2231780E-01,0.7458107E-03,-.4723450E-02,-.2802516E-01,-.8257878E+00,0.1276994E+01,-.1120914E-02,-.9035203E+00,-.1509112E+01,0.1876688E+00,0.3940234E-02,0.4607361E-02,0.3967977E-02,-.6357069E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.9000000E+01,0.3000000E+01,0.3780447E+00,0.2079780E+01,0.2746656E+00,-.7740675E+02,-.7679960E+02,-.7613215E+02,0.2486065E+00,0.5417535E+07,0.4213835E-01,0.5336238E+00,-.1825006E-01,0.7638591E-02,-.9307958E-02,-.9195392E-02,-.1176473E+00,0.1779476E+01,-.1028825E-02,-.3407713E+00,-.1759323E+01,0.2918181E+00,0.2532967E-02,0.4454360E-02,0.3046030E-02,-.4555895E-03
0.9005899E+01,0.1350885E+02,0.1000000E+01,0.1000000E+02,0.3000000E+01,0.1316117E+00,0.2324460E+01,0.9562149E-01,-.1257611E+03,-.1272069E+03,-.1287556E+03,0.1715256E+00,0.6692243E+07,0.4738740E-01,0.6000957E+00,-.1121796E-01,0.1510185E-01,-.1672446E-01,0.2896542E-01,0.1336483E+01,0.1125495E+01,-.4214215E-02,0.8689655E+00,-.1704573E+01,0.3838698E+00,0.3042764E-02,0.6871991E-02,0.4604153E-02,-.3135873E-03
0.9005899E+01,0.1350885E+02,0.2000000E+01,0.1000000E+01,0.3000000E+01,-.1524775E+00,0.1223400E+00,-.1107814E+00,0.2515458E+02,0.2635537E+02,0.2753173E+02,0.4827632E-01,0.1081589E+08,0.7658673E-01,0.9698648E+00,-.1025107E-01,-.2194346E-01,-.1658610E-01,0.1099961E+00,0.2181584E+01,0.4636024E-01,-.9694610E-02,0.2041782E+01,0.1975407E+01,-.9269453E+00,0.4731239E-02,0.2409994E-01,0.2010247E-01,0.2549570E-02
0.9005899E+01,0.1350885E+02,0.2000000E+01,0.2000000E+01,0.3000000E+01,-.4263605E+00,0.3670200E+00,-.3097690E+00,0.1909929E+02,0.1993743E+02,0.2076677E+02,0.1937715E-01,0.1425449E+08,0.1161195E+00,0.1470493E+01,-.1227246E-01,-.1973167E-01,-.2281710E-01,0.1553110E+00,0.2241280E+01,0.3160760E-01,-.4885215E-02,0.2187484E+01,0.2117728E+01,-.7345492E+00,0.1629859E-01,0.4110584E-01,0.3457974E-01,0.9702101E-02
0.9005899E+01,0.1350885E+02,0.2000000E+01,0.3000000E+01,0.3000000E+01,-.6272042E+00,0.6117000E+00,-.4556905E+00,0.1891743E+02,0.1953397E+02,0.2014584E+02,0.1074302E-01,0.1363345E+08,0.1472834E+00,0.1865140E+01,-.1111781E-01,-.1239427E-01,-.2502636E-01,0.1441197E+00,0.2150939E+01,0.2773834E-01,-.3959542E-02,0.2122326E+01,0.2036413E+01,-.6930584E+00,0.2159883E-01,0.3137563E-01,0.3677924E-01,0.1323125E-01
